source,target,edge_type
R_Tamil Nadu,A_12-09-2025,residence
R_Tamil Nadu,A_13-10-2025,residence
R_Tamil Nadu,A_16-11-2025,residence
R_Tamil Nadu,A_06-11-2025,residence
R_Tamil Nadu,A_29-12-2025,residence
R_Tamil Nadu,A_17-11-2025,residence
R_Tamil Nadu,A_20-09-2025,residence
R_Tamil Nadu,A_11-11-2025,residence
R_Tamil Nadu,A_04-11-2025,residence
R_Tamil Nadu,A_18-12-2025,residence
R_Tamil Nadu,A_29-10-2025,residence
R_Tamil Nadu,A_24-10-2025,residence
R_Tamil Nadu,A_28-10-2025,residence
R_Tamil Nadu,A_15-09-2025,residence
R_Tamil Nadu,A_15-11-2025,residence
R_Tamil Nadu,A_14-09-2025,residence
R_Tamil Nadu,A_19-10-2025,residence
R_Tamil Nadu,A_09-09-2025,residence
R_Tamil Nadu,A_19-09-2025,residence
R_Tamil Nadu,A_20-12-2025,residence
R_Tamil Nadu,A_21-12-2025,residence
R_Tamil Nadu,A_13-12-2025,residence
R_Tamil Nadu,A_23-10-2025,residence
R_Tamil Nadu,A_16-10-2025,residence
R_Tamil Nadu,A_09-11-2025,residence
R_Tamil Nadu,A_01-04-2025,residence
A_09-09-2025,R_Haryana,residence
A_09-09-2025,B_31404,biometric
A_09-09-2025,B_16349,biometric
A_09-09-2025,B_42815,biometric
A_09-09-2025,B_53930,biometric
A_09-09-2025,B_89881,biometric
A_09-09-2025,R_Punjab,residence
A_09-09-2025,B_87113,biometric
A_09-09-2025,R_Maharashtra,residence
A_09-09-2025,B_46431,biometric
A_09-09-2025,R_Assam,residence
A_09-09-2025,B_24432,biometric
A_09-09-2025,R_Himachal Pradesh,residence
A_09-09-2025,B_97054,biometric
A_09-09-2025,B_85474,biometric
A_09-09-2025,B_23002,biometric
A_09-09-2025,R_Manipur,residence
A_09-09-2025,B_47847,biometric
A_09-09-2025,B_4229,biometric
A_09-09-2025,B_75026,biometric
A_09-09-2025,R_Jammu and Kashmir,residence
A_09-09-2025,B_72212,biometric
A_09-09-2025,B_26139,biometric
A_09-09-2025,B_66622,biometric
A_09-09-2025,R_Orissa,residence
A_09-09-2025,B_54809,biometric
A_09-09-2025,R_Rajasthan,residence
A_09-09-2025,B_93905,biometric
A_09-09-2025,R_Jharkhand,residence
A_09-09-2025,B_70892,biometric
A_09-09-2025,R_Madhya Pradesh,residence
A_09-09-2025,B_38808,biometric
R_Haryana,A_15-09-2025,residence
R_Haryana,A_21-10-2025,residence
R_Haryana,A_07-12-2025,residence
R_Haryana,A_19-09-2025,residence
R_Haryana,A_23-12-2025,residence
R_Haryana,A_01-03-2025,residence
R_Haryana,A_29-11-2025,residence
R_Haryana,A_01-12-2025,residence
R_Haryana,A_02-09-2025,residence
R_Haryana,A_14-12-2025,residence
R_Haryana,A_27-10-2025,residence
R_Haryana,A_11-12-2025,residence
R_Haryana,A_01-11-2025,residence
R_Haryana,A_18-09-2025,residence
R_Haryana,A_28-10-2025,residence
R_Haryana,A_15-11-2025,residence
R_Haryana,A_30-10-2025,residence
R_Haryana,A_15-12-2025,residence
R_Haryana,A_05-12-2025,residence
R_Haryana,A_20-09-2025,residence
R_Haryana,A_13-11-2025,residence
R_Haryana,A_04-12-2025,residence
R_Haryana,A_07-11-2025,residence
R_Haryana,A_13-12-2025,residence
R_Haryana,A_11-11-2025,residence
R_Haryana,A_16-12-2025,residence
R_Haryana,A_17-10-2025,residence
R_Haryana,A_10-12-2025,residence
R_Haryana,A_26-10-2025,residence
R_Haryana,A_03-09-2025,residence
R_Haryana,A_08-12-2025,residence
R_Haryana,A_09-11-2025,residence
R_Haryana,A_29-10-2025,residence
R_Haryana,A_31-10-2025,residence
R_Haryana,A_28-11-2025,residence
R_Haryana,A_22-12-2025,residence
R_Haryana,A_03-12-2025,residence
R_Haryana,A_19-11-2025,residence
R_Haryana,A_17-11-2025,residence
R_Haryana,A_17-09-2025,residence
R_Haryana,A_05-09-2025,residence
R_Haryana,A_09-12-2025,residence
R_Haryana,A_23-10-2025,residence
R_Haryana,A_03-11-2025,residence
R_Haryana,A_12-09-2025,residence
R_Haryana,A_16-11-2025,residence
R_Haryana,A_06-11-2025,residence
R_Haryana,A_01-05-2025,residence
R_Haryana,A_04-11-2025,residence
R_Haryana,A_01-07-2025,residence
A_04-09-2025,B_29685,biometric
A_04-09-2025,R_Madhya Pradesh,residence
A_04-09-2025,B_33889,biometric
A_04-09-2025,B_64235,biometric
A_04-09-2025,R_Assam,residence
A_04-09-2025,B_86359,biometric
A_04-09-2025,R_Jharkhand,residence
A_04-09-2025,B_69933,biometric
A_04-09-2025,B_36930,biometric
A_04-09-2025,B_35915,biometric
A_04-09-2025,B_69036,biometric
A_04-09-2025,B_3242,biometric
A_04-09-2025,B_3219,biometric
A_04-09-2025,B_93445,biometric
A_04-09-2025,B_58195,biometric
A_04-09-2025,R_Tripura,residence
A_04-09-2025,B_22781,biometric
A_04-09-2025,R_Uttarakhand,residence
A_04-09-2025,B_25974,biometric
A_04-09-2025,R_Arunachal Pradesh,residence
A_04-09-2025,B_1885,biometric
A_04-09-2025,R_Maharashtra,residence
A_04-09-2025,B_59151,biometric
A_04-09-2025,R_Rajasthan,residence
A_04-09-2025,B_71811,biometric
A_04-09-2025,B_88716,biometric
A_16-12-2025,B_33275,biometric
A_16-12-2025,B_43072,biometric
A_16-12-2025,B_71960,biometric
A_16-12-2025,R_Madhya Pradesh,residence
A_16-12-2025,B_81210,biometric
A_16-12-2025,R_Maharashtra,residence
A_16-12-2025,B_77366,biometric
A_16-12-2025,B_47479,biometric
A_16-12-2025,B_85414,biometric
A_16-12-2025,B_31459,biometric
A_16-12-2025,R_Rajasthan,residence
A_16-12-2025,B_51503,biometric
A_16-12-2025,R_Dadra and Nagar Haveli,residence
A_16-12-2025,B_92714,biometric
A_16-12-2025,B_78322,biometric
A_16-12-2025,B_90976,biometric
A_16-12-2025,R_Jharkhand,residence
A_16-12-2025,B_13294,biometric
A_16-12-2025,B_82911,biometric
A_16-12-2025,B_50864,biometric
A_16-12-2025,R_Punjab,residence
A_16-12-2025,B_44711,biometric
A_16-12-2025,B_48728,biometric
A_16-12-2025,B_89002,biometric
A_16-12-2025,R_Tripura,residence
A_16-12-2025,B_92318,biometric
A_16-12-2025,R_Himachal Pradesh,residence
A_16-12-2025,B_54652,biometric
A_16-12-2025,R_Meghalaya,residence
A_16-12-2025,B_632,biometric
A_16-12-2025,R_Jammu and Kashmir,residence
A_16-12-2025,B_14614,biometric
A_16-12-2025,R_Assam,residence
A_16-12-2025,B_82030,biometric
A_16-12-2025,R_Orissa,residence
A_16-12-2025,B_71081,biometric
A_10-12-2025,R_Jammu and Kashmir,residence
A_10-12-2025,B_34303,biometric
A_10-12-2025,B_28112,biometric
A_10-12-2025,B_5103,biometric
A_10-12-2025,B_31569,biometric
A_10-12-2025,B_13586,biometric
A_10-12-2025,R_Madhya Pradesh,residence
A_10-12-2025,B_899,biometric
A_10-12-2025,B_11770,biometric
A_10-12-2025,R_Maharashtra,residence
A_10-12-2025,B_57677,biometric
A_10-12-2025,B_58633,biometric
A_10-12-2025,B_23383,biometric
A_10-12-2025,R_Assam,residence
A_10-12-2025,B_62341,biometric
A_10-12-2025,B_22577,biometric
A_10-12-2025,B_95918,biometric
A_10-12-2025,R_Uttarakhand,residence
A_10-12-2025,B_76942,biometric
A_10-12-2025,R_Punjab,residence
A_10-12-2025,B_26594,biometric
A_10-12-2025,B_91649,biometric
A_10-12-2025,B_31422,biometric
A_10-12-2025,R_Rajasthan,residence
A_10-12-2025,B_19802,biometric
A_10-12-2025,B_25478,biometric
A_10-12-2025,R_Jharkhand,residence
A_10-12-2025,B_32983,biometric
A_10-12-2025,B_70553,biometric
A_10-12-2025,R_Delhi,residence
A_10-12-2025,B_11665,biometric
R_Jammu and Kashmir,A_19-11-2025,residence
R_Jammu and Kashmir,A_04-12-2025,residence
R_Jammu and Kashmir,A_01-11-2025,residence
R_Jammu and Kashmir,A_24-10-2025,residence
R_Jammu and Kashmir,A_08-09-2025,residence
R_Jammu and Kashmir,A_15-10-2025,residence
R_Jammu and Kashmir,A_03-09-2025,residence
R_Jammu and Kashmir,A_20-09-2025,residence
R_Jammu and Kashmir,A_29-10-2025,residence
R_Jammu and Kashmir,A_15-09-2025,residence
R_Jammu and Kashmir,A_07-12-2025,residence
R_Jammu and Kashmir,A_17-11-2025,residence
R_Jammu and Kashmir,A_08-11-2025,residence
R_Jammu and Kashmir,A_01-03-2025,residence
R_Jammu and Kashmir,A_09-12-2025,residence
R_Jammu and Kashmir,A_01-12-2025,residence
R_Jammu and Kashmir,A_18-09-2025,residence
R_Jammu and Kashmir,A_11-12-2025,residence
R_Jammu and Kashmir,A_08-12-2025,residence
R_Jammu and Kashmir,A_21-10-2025,residence
R_Jammu and Kashmir,A_26-10-2025,residence
R_Jammu and Kashmir,A_05-12-2025,residence
R_Jammu and Kashmir,A_20-12-2025,residence
R_Jammu and Kashmir,A_15-11-2025,residence
R_Jammu and Kashmir,A_23-12-2025,residence
R_Jammu and Kashmir,A_17-09-2025,residence
R_Jammu and Kashmir,A_02-09-2025,residence
R_Jammu and Kashmir,A_21-12-2025,residence
R_Jammu and Kashmir,A_22-12-2025,residence
R_Jammu and Kashmir,A_30-10-2025,residence
R_Jammu and Kashmir,A_13-11-2025,residence
R_Jammu and Kashmir,A_18-12-2025,residence
R_Jammu and Kashmir,A_31-10-2025,residence
R_Jammu and Kashmir,A_05-09-2025,residence
R_Jammu and Kashmir,A_03-12-2025,residence
R_Jammu and Kashmir,A_14-12-2025,residence
R_Jammu and Kashmir,A_16-11-2025,residence
R_Jammu and Kashmir,A_10-11-2025,residence
A_26-11-2025,R_Meghalaya,residence
A_26-11-2025,B_19334,biometric
A_26-11-2025,B_84904,biometric
A_26-11-2025,B_96433,biometric
A_26-11-2025,R_Mizoram,residence
A_26-11-2025,B_68633,biometric
A_26-11-2025,B_48023,biometric
A_26-11-2025,R_Maharashtra,residence
A_26-11-2025,B_96068,biometric
A_26-11-2025,B_33017,biometric
A_26-11-2025,B_60482,biometric
A_26-11-2025,B_97024,biometric
A_26-11-2025,R_Pondicherry,residence
A_26-11-2025,B_44304,biometric
A_26-11-2025,R_Orissa,residence
A_26-11-2025,B_95554,biometric
A_26-11-2025,R_Madhya Pradesh,residence
A_26-11-2025,B_62508,biometric
A_26-11-2025,R_Manipur,residence
A_26-11-2025,B_2516,biometric
A_26-11-2025,B_93178,biometric
A_26-11-2025,R_Jharkhand,residence
A_26-11-2025,B_26464,biometric
A_26-11-2025,R_Punjab,residence
A_26-11-2025,B_63250,biometric
A_26-11-2025,R_Himachal Pradesh,residence
A_26-11-2025,B_53309,biometric
A_26-11-2025,R_Puducherry,residence
A_26-11-2025,B_87993,biometric
R_Meghalaya,A_15-09-2025,residence
R_Meghalaya,A_04-11-2025,residence
R_Meghalaya,A_28-11-2025,residence
R_Meghalaya,A_07-12-2025,residence
R_Meghalaya,A_01-12-2025,residence
R_Meghalaya,A_15-11-2025,residence
R_Meghalaya,A_10-11-2025,residence
R_Meghalaya,A_17-10-2025,residence
R_Meghalaya,A_11-12-2025,residence
R_Meghalaya,A_05-11-2025,residence
R_Meghalaya,A_05-12-2025,residence
R_Meghalaya,A_18-09-2025,residence
R_Meghalaya,A_06-09-2025,residence
R_Meghalaya,A_06-11-2025,residence
R_Meghalaya,A_31-10-2025,residence
R_Meghalaya,A_11-11-2025,residence
R_Meghalaya,A_09-12-2025,residence
R_Meghalaya,A_07-11-2025,residence
A_19-11-2025,B_31408,biometric
A_19-11-2025,B_7520,biometric
A_19-11-2025,B_49809,biometric
A_19-11-2025,B_3142,biometric
A_19-11-2025,B_54538,biometric
A_19-11-2025,B_98023,biometric
A_19-11-2025,B_48882,biometric
A_19-11-2025,R_Maharashtra,residence
A_19-11-2025,B_20244,biometric
A_19-11-2025,R_Rajasthan,residence
A_19-11-2025,B_46107,biometric
A_19-11-2025,B_82003,biometric
A_19-11-2025,B_42126,biometric
A_19-11-2025,B_87281,biometric
A_19-11-2025,R_Uttarakhand,residence
A_19-11-2025,B_64881,biometric
A_19-11-2025,R_Himachal Pradesh,residence
A_19-11-2025,B_81995,biometric
A_19-11-2025,R_Madhya Pradesh,residence
A_19-11-2025,B_72796,biometric
A_19-11-2025,R_Manipur,residence
A_19-11-2025,B_24037,biometric
A_19-11-2025,R_Delhi,residence
A_19-11-2025,B_30158,biometric
A_19-11-2025,R_Jharkhand,residence
A_19-11-2025,B_8840,biometric
A_19-11-2025,B_16345,biometric
A_19-11-2025,R_Assam,residence
A_19-11-2025,B_47452,biometric
A_19-11-2025,B_82046,biometric
A_19-11-2025,R_Mizoram,residence
A_19-11-2025,B_52321,biometric
A_19-11-2025,R_Pondicherry,residence
A_19-11-2025,B_91000,biometric
A_01-03-2025,B_69769,biometric
A_01-03-2025,B_64113,biometric
A_01-03-2025,B_21686,biometric
A_01-03-2025,B_27777,biometric
A_01-03-2025,B_86591,biometric
A_01-03-2025,B_48152,biometric
A_01-03-2025,B_33185,biometric
A_01-03-2025,R_Maharashtra,residence
A_01-03-2025,B_40684,biometric
A_01-03-2025,B_12089,biometric
A_01-03-2025,R_Himachal Pradesh,residence
A_01-03-2025,B_90061,biometric
A_01-03-2025,B_75839,biometric
A_01-03-2025,B_84775,biometric
A_01-03-2025,B_29751,biometric
A_01-03-2025,R_Assam,residence
A_01-03-2025,B_20805,biometric
A_01-03-2025,R_Uttarakhand,residence
A_01-03-2025,B_76313,biometric
A_01-03-2025,R_Madhya Pradesh,residence
A_01-03-2025,B_52356,biometric
A_01-03-2025,R_Rajasthan,residence
A_01-03-2025,B_61338,biometric
A_01-03-2025,R_Manipur,residence
A_01-03-2025,B_12348,biometric
A_01-03-2025,B_39728,biometric
A_01-03-2025,B_54382,biometric
A_01-03-2025,R_Goa,residence
A_01-03-2025,B_36377,biometric
A_01-03-2025,R_Puducherry,residence
A_01-03-2025,B_51241,biometric
A_01-03-2025,R_Punjab,residence
A_01-03-2025,B_68130,biometric
A_15-10-2025,R_Maharashtra,residence
A_15-10-2025,B_69673,biometric
A_15-10-2025,B_69209,biometric
A_15-10-2025,B_2897,biometric
A_15-10-2025,B_93107,biometric
A_15-10-2025,R_Jharkhand,residence
A_15-10-2025,B_47650,biometric
A_15-10-2025,B_13123,biometric
A_15-10-2025,B_46244,biometric
A_15-10-2025,B_98268,biometric
A_15-10-2025,R_Punjab,residence
A_15-10-2025,B_10355,biometric
A_15-10-2025,B_48970,biometric
A_15-10-2025,B_77172,biometric
A_15-10-2025,R_Sikkim,residence
A_15-10-2025,B_74977,biometric
A_15-10-2025,B_19573,biometric
A_15-10-2025,B_8716,biometric
A_15-10-2025,R_Madhya Pradesh,residence
A_15-10-2025,B_15566,biometric
A_15-10-2025,R_Delhi,residence
A_15-10-2025,B_68459,biometric
A_15-10-2025,R_Nagaland,residence
A_15-10-2025,B_98417,biometric
A_15-10-2025,R_Rajasthan,residence
A_15-10-2025,B_17147,biometric
A_15-10-2025,R_Himachal Pradesh,residence
A_15-10-2025,B_20296,biometric
A_15-10-2025,R_Ladakh,residence
A_15-10-2025,B_9584,biometric
A_15-10-2025,B_43380,biometric
A_15-10-2025,R_Goa,residence
A_15-10-2025,B_42108,biometric
A_15-10-2025,R_Assam,residence
A_15-10-2025,B_47674,biometric
A_15-10-2025,B_80987,biometric
A_15-10-2025,R_Tripura,residence
A_15-10-2025,B_56814,biometric
A_15-10-2025,R_Orissa,residence
A_15-10-2025,B_78051,biometric
A_15-10-2025,R_Uttarakhand,residence
A_15-10-2025,B_3182,biometric
R_Maharashtra,A_23-12-2025,residence
R_Maharashtra,A_28-11-2025,residence
R_Maharashtra,A_01-12-2025,residence
R_Maharashtra,A_21-10-2025,residence
R_Maharashtra,A_15-09-2025,residence
R_Maharashtra,A_09-12-2025,residence
R_Maharashtra,A_29-12-2025,residence
R_Maharashtra,A_05-12-2025,residence
R_Maharashtra,A_14-12-2025,residence
R_Maharashtra,A_25-10-2025,residence
R_Maharashtra,A_13-10-2025,residence
R_Maharashtra,A_03-11-2025,residence
R_Maharashtra,A_05-11-2025,residence
R_Maharashtra,A_15-12-2025,residence
R_Maharashtra,A_24-10-2025,residence
R_Maharashtra,A_11-12-2025,residence
R_Maharashtra,A_11-11-2025,residence
R_Maharashtra,A_08-11-2025,residence
R_Maharashtra,A_03-12-2025,residence
R_Maharashtra,A_06-09-2025,residence
R_Maharashtra,A_03-09-2025,residence
R_Maharashtra,A_07-12-2025,residence
R_Maharashtra,A_12-09-2025,residence
R_Maharashtra,A_20-09-2025,residence
R_Maharashtra,A_04-12-2025,residence
R_Maharashtra,A_22-12-2025,residence
R_Maharashtra,A_31-10-2025,residence
R_Maharashtra,A_01-11-2025,residence
R_Maharashtra,A_14-11-2025,residence
R_Maharashtra,A_07-11-2025,residence
R_Maharashtra,A_26-12-2025,residence
R_Maharashtra,A_13-12-2025,residence
R_Maharashtra,A_05-09-2025,residence
R_Maharashtra,A_04-11-2025,residence
R_Maharashtra,A_09-11-2025,residence
R_Maharashtra,A_08-09-2025,residence
R_Maharashtra,A_18-09-2025,residence
R_Maharashtra,A_29-10-2025,residence
R_Maharashtra,A_07-09-2025,residence
R_Maharashtra,A_19-10-2025,residence
R_Maharashtra,A_17-10-2025,residence
R_Maharashtra,A_10-11-2025,residence
R_Maharashtra,A_08-12-2025,residence
R_Maharashtra,A_06-11-2025,residence
R_Maharashtra,A_28-10-2025,residence
R_Maharashtra,A_30-10-2025,residence
R_Maharashtra,A_27-10-2025,residence
R_Maharashtra,A_21-12-2025,residence
R_Maharashtra,A_17-11-2025,residence
R_Maharashtra,A_19-09-2025,residence
R_Maharashtra,A_20-12-2025,residence
R_Maharashtra,A_23-10-2025,residence
R_Maharashtra,A_14-09-2025,residence
R_Maharashtra,A_18-12-2025,residence
R_Maharashtra,A_17-09-2025,residence
R_Maharashtra,A_15-11-2025,residence
R_Maharashtra,A_01-05-2025,residence
R_Maharashtra,A_13-11-2025,residence
R_Maharashtra,A_01-07-2025,residence
R_Maharashtra,A_02-11-2025,residence
A_11-12-2025,B_95530,biometric
A_11-12-2025,B_22965,biometric
A_11-12-2025,B_92037,biometric
A_11-12-2025,B_89300,biometric
A_11-12-2025,B_79510,biometric
A_11-12-2025,R_Punjab,residence
A_11-12-2025,B_58854,biometric
A_11-12-2025,B_99536,biometric
A_11-12-2025,R_Madhya Pradesh,residence
A_11-12-2025,B_1287,biometric
A_11-12-2025,B_39027,biometric
A_11-12-2025,R_Himachal Pradesh,residence
A_11-12-2025,B_48913,biometric
A_11-12-2025,R_Jharkhand,residence
A_11-12-2025,B_65243,biometric
A_11-12-2025,R_Pondicherry,residence
A_11-12-2025,B_11708,biometric
A_11-12-2025,R_Assam,residence
A_11-12-2025,B_21535,biometric
A_11-12-2025,B_14563,biometric
A_11-12-2025,R_Manipur,residence
A_11-12-2025,B_53496,biometric
A_11-12-2025,B_60493,biometric
A_11-12-2025,B_62834,biometric
A_11-12-2025,B_98580,biometric
A_11-12-2025,R_Uttarakhand,residence
A_11-12-2025,B_66027,biometric
A_11-12-2025,B_13198,biometric
A_11-12-2025,R_Rajasthan,residence
A_11-12-2025,B_20190,biometric
A_11-12-2025,B_70941,biometric
A_11-12-2025,R_Arunachal Pradesh,residence
A_11-12-2025,B_90116,biometric
A_11-12-2025,B_33437,biometric
A_11-12-2025,R_Tripura,residence
A_11-12-2025,B_12395,biometric
A_11-12-2025,R_Nagaland,residence
A_11-12-2025,B_70792,biometric
A_11-12-2025,R_Mizoram,residence
A_11-12-2025,B_73029,biometric
A_11-12-2025,R_Orissa,residence
A_11-12-2025,B_91158,biometric
A_11-12-2025,B_23730,biometric
A_11-12-2025,R_Goa,residence
A_11-12-2025,B_27101,biometric
A_16-10-2025,B_40464,biometric
A_16-10-2025,R_Delhi,residence
A_16-10-2025,B_49586,biometric
A_16-10-2025,B_90191,biometric
A_16-10-2025,R_Assam,residence
A_16-10-2025,B_24420,biometric
A_16-10-2025,B_3673,biometric
A_16-10-2025,R_Punjab,residence
A_16-10-2025,B_7690,biometric
A_16-10-2025,B_85462,biometric
A_16-10-2025,B_20712,biometric
A_16-10-2025,R_Tripura,residence
A_16-10-2025,B_33560,biometric
A_16-10-2025,B_53918,biometric
A_16-10-2025,R_Uttarakhand,residence
A_16-10-2025,B_14863,biometric
A_16-10-2025,B_26151,biometric
A_16-10-2025,R_Orissa,residence
A_16-10-2025,B_39994,biometric
A_16-10-2025,R_Rajasthan,residence
A_16-10-2025,B_898,biometric
A_16-10-2025,B_92463,biometric
A_15-09-2025,B_53729,biometric
A_15-09-2025,B_92966,biometric
A_15-09-2025,B_69700,biometric
A_15-09-2025,R_Rajasthan,residence
A_15-09-2025,B_50954,biometric
A_15-09-2025,B_13455,biometric
A_15-09-2025,B_25609,biometric
A_15-09-2025,B_40135,biometric
A_15-09-2025,B_54978,biometric
A_15-09-2025,B_59385,biometric
A_15-09-2025,B_34545,biometric
A_15-09-2025,R_Tripura,residence
A_15-09-2025,B_11287,biometric
A_15-09-2025,B_22801,biometric
A_15-09-2025,R_Manipur,residence
A_15-09-2025,B_28884,biometric
A_15-09-2025,B_93080,biometric
A_15-09-2025,B_23793,biometric
A_15-09-2025,B_70656,biometric
A_15-09-2025,R_Delhi,residence
A_15-09-2025,B_99642,biometric
A_15-09-2025,R_Assam,residence
A_15-09-2025,B_20427,biometric
A_15-09-2025,B_98295,biometric
A_15-09-2025,B_19546,biometric
A_15-09-2025,R_Arunachal Pradesh,residence
A_15-09-2025,B_89008,biometric
A_15-09-2025,R_Uttarakhand,residence
A_15-09-2025,B_64919,biometric
A_15-09-2025,R_Jharkhand,residence
A_15-09-2025,B_20960,biometric
A_15-09-2025,R_Mizoram,residence
A_15-09-2025,B_74137,biometric
A_15-09-2025,R_Punjab,residence
A_15-09-2025,B_57746,biometric
A_15-09-2025,R_Himachal Pradesh,residence
A_15-09-2025,B_47805,biometric
A_15-09-2025,R_Madhya Pradesh,residence
A_15-09-2025,B_88876,biometric
R_Assam,A_30-10-2025,residence
R_Assam,A_14-11-2025,residence
R_Assam,A_07-12-2025,residence
R_Assam,A_08-12-2025,residence
R_Assam,A_26-12-2025,residence
R_Assam,A_26-10-2025,residence
R_Assam,A_25-10-2025,residence
R_Assam,A_05-09-2025,residence
R_Assam,A_01-11-2025,residence
R_Assam,A_17-11-2025,residence
R_Assam,A_10-11-2025,residence
R_Assam,A_14-12-2025,residence
R_Assam,A_01-12-2025,residence
R_Assam,A_08-09-2025,residence
R_Assam,A_29-12-2025,residence
R_Assam,A_31-10-2025,residence
R_Assam,A_04-11-2025,residence
R_Assam,A_29-10-2025,residence
R_Assam,A_11-11-2025,residence
R_Assam,A_18-09-2025,residence
R_Assam,A_18-12-2025,residence
R_Assam,A_02-09-2025,residence
R_Assam,A_15-11-2025,residence
R_Assam,A_24-12-2025,residence
R_Assam,A_23-12-2025,residence
R_Assam,A_03-11-2025,residence
R_Assam,A_16-11-2025,residence
R_Assam,A_03-09-2025,residence
R_Assam,A_27-10-2025,residence
R_Assam,A_04-12-2025,residence
R_Assam,A_06-11-2025,residence
R_Assam,A_02-11-2025,residence
R_Assam,A_15-12-2025,residence
R_Assam,A_06-09-2025,residence
R_Assam,A_19-09-2025,residence
R_Assam,A_07-11-2025,residence
R_Assam,A_05-12-2025,residence
R_Assam,A_13-11-2025,residence
R_Assam,A_09-11-2025,residence
R_Assam,A_14-09-2025,residence
R_Assam,A_08-11-2025,residence
R_Assam,A_21-10-2025,residence
R_Assam,A_24-10-2025,residence
R_Assam,A_22-12-2025,residence
R_Assam,A_28-10-2025,residence
R_Assam,A_13-12-2025,residence
R_Assam,A_20-09-2025,residence
R_Assam,A_21-12-2025,residence
R_Assam,A_17-10-2025,residence
R_Assam,A_09-12-2025,residence
R_Assam,A_20-12-2025,residence
R_Assam,A_03-12-2025,residence
R_Assam,A_05-11-2025,residence
A_06-09-2025,B_85816,biometric
A_06-09-2025,B_14352,biometric
A_06-09-2025,B_40818,biometric
A_06-09-2025,B_71447,biometric
A_06-09-2025,B_47048,biometric
A_06-09-2025,B_48018,biometric
A_06-09-2025,B_54272,biometric
A_06-09-2025,B_22417,biometric
A_06-09-2025,R_Delhi,residence
A_06-09-2025,B_49232,biometric
A_06-09-2025,B_92109,biometric
A_06-09-2025,R_Jharkhand,residence
A_06-09-2025,B_70550,biometric
A_06-09-2025,R_Himachal Pradesh,residence
A_06-09-2025,B_97395,biometric
A_06-09-2025,R_Madhya Pradesh,residence
A_06-09-2025,B_45022,biometric
A_06-09-2025,B_75368,biometric
A_06-09-2025,B_47062,biometric
A_06-09-2025,B_24774,biometric
A_06-09-2025,R_Punjab,residence
A_06-09-2025,B_7336,biometric
A_06-09-2025,R_Uttarakhand,residence
A_06-09-2025,B_14509,biometric
A_06-09-2025,B_75248,biometric
A_06-09-2025,R_Arunachal Pradesh,residence
A_06-09-2025,B_38598,biometric
A_04-12-2025,B_99709,biometric
A_04-12-2025,B_64277,biometric
A_04-12-2025,B_26175,biometric
A_04-12-2025,B_96955,biometric
A_04-12-2025,B_96975,biometric
A_04-12-2025,B_61705,biometric
A_04-12-2025,R_Ladakh,residence
A_04-12-2025,B_60738,biometric
A_04-12-2025,R_Jharkhand,residence
A_04-12-2025,B_98295,biometric
A_04-12-2025,B_39629,biometric
A_04-12-2025,B_62661,biometric
A_04-12-2025,R_Arunachal Pradesh,residence
A_04-12-2025,B_30247,biometric
A_04-12-2025,B_60725,biometric
A_04-12-2025,B_65526,biometric
A_04-12-2025,B_8568,biometric
A_04-12-2025,R_Rajasthan,residence
A_04-12-2025,B_68301,biometric
A_04-12-2025,R_Jammu & Kashmir,residence
A_04-12-2025,B_64434,biometric
A_04-12-2025,R_Madhya Pradesh,residence
A_04-12-2025,B_30379,biometric
A_04-12-2025,B_7774,biometric
A_04-12-2025,B_6752,biometric
A_04-12-2025,B_5800,biometric
A_04-12-2025,B_57997,biometric
A_04-12-2025,R_Punjab,residence
A_04-12-2025,B_61509,biometric
A_04-12-2025,R_Uttarakhand,residence
A_04-12-2025,B_54336,biometric
A_04-12-2025,R_Orissa,residence
A_04-12-2025,B_29205,biometric
A_04-12-2025,R_Manipur,residence
A_04-12-2025,B_66454,biometric
A_04-12-2025,R_Sikkim,residence
A_04-12-2025,B_37434,biometric
A_04-12-2025,R_Himachal Pradesh,residence
A_04-12-2025,B_71450,biometric
A_04-12-2025,R_Puducherry,residence
A_04-12-2025,B_29264,biometric
A_05-12-2025,B_18707,biometric
A_05-12-2025,B_98166,biometric
A_05-12-2025,B_64614,biometric
A_05-12-2025,B_41185,biometric
A_05-12-2025,R_Orissa,residence
A_05-12-2025,B_72992,biometric
A_05-12-2025,B_74268,biometric
A_05-12-2025,B_24632,biometric
A_05-12-2025,R_Jharkhand,residence
A_05-12-2025,B_26046,biometric
A_05-12-2025,R_Chandigarh,residence
A_05-12-2025,B_68501,biometric
A_05-12-2025,B_72113,biometric
A_05-12-2025,B_35529,biometric
A_05-12-2025,R_Rajasthan,residence
A_05-12-2025,B_43960,biometric
A_05-12-2025,R_Uttarakhand,residence
A_05-12-2025,B_70005,biometric
A_05-12-2025,R_Himachal Pradesh,residence
A_05-12-2025,B_15237,biometric
A_05-12-2025,B_18541,biometric
A_05-12-2025,R_Punjab,residence
A_05-12-2025,B_37168,biometric
A_05-12-2025,R_Madhya Pradesh,residence
A_05-12-2025,B_93962,biometric
A_05-12-2025,B_91936,biometric
A_05-12-2025,B_65570,biometric
A_05-12-2025,R_Tripura,residence
A_05-12-2025,B_51755,biometric
A_05-12-2025,B_16567,biometric
A_05-12-2025,B_57385,biometric
A_05-12-2025,B_93209,biometric
A_05-12-2025,R_Goa,residence
